run_id,device,lora_delta_params,head_Wc_params,encoder_phi_params,hetgnn_theta_params,phase1_bytes_up_per_client_round,phase1_bytes_down_per_client_round,phase1_bytes_total,phase2_bytes_up_per_client_round,phase2_bytes_down_per_client_round,phase2_bytes_total,scaler_stats_bytes_uploaded,phase1_seconds,embedding_seconds,phase2_seconds,flows_encoded,flows_skipped_encoder_m0,latency_batch_size,latency_repeats,latency_encode_ms_per_flow_p50,latency_gnn_ms_per_flow_p50,latency_total_ms_per_flow_p50,latency_total_ms_per_flow_p95,lora_reduction_vs_full_encoder
E6/toniot/efficiency/alpha=0.5/seed=0,cuda,540672,7690,149554944,303498,2193448.0,2193448.0,109672400,1213992.0,1213992.0,242798400.0,4040.0,6588.537299438,611.329383577,115.759,43561,151580,256,20,21.638083156250158,0.0556887304679065,21.69361524609492,23.900599802538824,276.609375
