experiment_id,variant,alpha,seed,status,failure_reason,macro_f1,balanced_accuracy,accuracy,worst_client_macro_f1,coverage,delta_macro_f1_vs_E1,delta_balanced_accuracy_vs_E1
B1,fedavg_mlp,0.5,0.0,completed,,0.8101262373211358,0.8381748697366888,0.9046546689822323,0.6398775453539312,,-0.029473701745774683,-0.045851589332789766
B1,fedavg_mlp,0.5,1.0,completed,,0.8198673519579043,0.8474598734922477,0.9237962556537338,0.6532591224117675,,-0.05748223750152892,-0.0835618795084293
B3,central_hetgnn,0.5,0.0,completed,,0.8673915513898643,0.9640956097350892,0.9341017958357984,0.6549742066641865,,0.027791612322953907,0.08006915066561071
B3,central_hetgnn,0.5,1.0,completed,,0.8877487488165035,0.9674859956968164,0.9374033855607932,0.6535775011965209,,0.010399159357070253,0.03646424269613935
B5,random_forest,0.5,0.0,completed,,0.8543461740682827,0.873708646346213,0.9350750968529934,0.5919611983553689,,0.014746235001372288,-0.010317812723265485
B5,random_forest_smote,0.5,0.0,completed,,0.859964601414457,0.8934618768297543,0.9365255062119506,0.6265971169739523,,0.020364662347546525,0.009435417760275788
B5,xgboost,0.5,0.0,completed,,0.8650830105398402,0.8987679046656087,0.9362774098742342,0.6553968888038423,,0.02548307147292972,0.01474144559613022
B5,xgboost_smote,0.5,0.0,completed,,0.8604740671541158,0.900203488985088,0.934979675184641,0.6464733141067073,,0.020874128087205346,0.01617702991560943
B4,fedllm_style,,,not_run,Not implemented in the sprint: see docs/b4_comparability_note.md.,,,,,,,
