experiment_id,alpha,mean,std,min,max,count,worst_client_mean,worst_client_std
A2,0.3,0.7954809875102153,0.12428603337295699,0.6563419967305804,0.8955016573470431,3,0.5656888547058895,0.12476228389022019
A2,0.5,0.7649511806826704,0.1333839891114661,0.6109329462864259,0.8422362623446735,3,0.5640409540579813,0.22356187573021286
A2,1.0,0.7594646961144265,0.05754686567923123,0.7165532486481628,0.8248589849898801,3,0.632543317066292,0.030301763828661833
A2,iid,0.8748456829090797,0.06429723604004846,0.8038421100363318,0.9291358711366648,3,0.6435601865583873,0.15460380076836758
B1,0.3,0.7422262665641558,0.10378385960116872,0.6253964883344449,0.8237537432194086,3,0.6041802794170429,0.13940167289403613
B1,0.5,0.7083357017665911,0.09533114589321856,0.6211493533915553,0.8101262373211358,3,0.4581274731362594,0.19032648687544979
B1,1.0,0.660823788246519,0.03763002999945844,0.62566575212936,0.7005150999457083,3,0.4240006412861986,0.053454330755840516
B1,iid,0.8220717881865062,0.021067653961302574,0.8030520042956638,0.8447168203669012,3,0.621468752975396,0.08439077900523573
E1,0.5,0.747743024766097,0.18801268246525563,0.6147979820458417,0.8806880674863524,2,0.6069986908284811,0.2904547855052863
